#format table ## [Custom WaveView] saved 13:12:48 Thu Mar 14 2024
TIME ,v(0):ALTER=1 ,v(0):ALTER=2 ,v(0):ALTER=3 ,v(0):ALTER=4 ,v(0):ALTER=5 ,v(in):ALTER=1 ,v(in):ALTER=2 ,v(in):ALTER=3 ,v(in):ALTER=4 ,v(in):ALTER=5 ,v(vdd!):ALTER=1 ,v(vdd!):ALTER=2 ,v(vdd!):ALTER=3 ,v(vdd!):ALTER=4 ,v(vdd!):ALTER=5 ,i(vdd):ALTER=1 ,i(vdd):ALTER=2 ,i(vdd):ALTER=3 ,i(vdd):ALTER=4 ,i(vdd):ALTER=5 ,i(vin):ALTER=1 ,i(vin):ALTER=2 ,i(vin):ALTER=3 ,i(vin):ALTER=4 ,i(vin):ALTER=5 ,v(out):ALTER=1 ,v(out):ALTER=2 ,v(out):ALTER=3 ,v(out):ALTER=4 ,v(out):ALTER=5 
 1.287E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-5.188E-08 ,-1.501E-09 ,-1.741E-08 , 8.675E-08 , 2.092E-08 , 1.332E-08 , 6.812E-11 , 4.863E-09 ,-2.026E-08 ,-7.215E-09 , 4.293E-08 , 1.230E-07 ,-1.965E-08 , 1.266E-08 ,-8.366E-08 
 1.308E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-7.080E-08 , 3.004E-09 ,-1.901E-09 , 7.130E-08 , 1.575E-08 , 1.818E-08 ,-2.051E-10 , 5.297E-10 ,-1.665E-08 ,-5.430E-09 , 2.149E-08 , 2.698E-08 ,-2.169E-08 , 1.062E-08 ,-6.451E-08 
 1.374E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.213E-08 , 1.682E-08 , 4.567E-08 , 2.391E-08 ,-1.043E-10 , 8.248E-09 ,-1.043E-09 ,-1.276E-08 ,-5.584E-09 , 4.174E-11 ,-2.819E-10 ,-2.674E-07 ,-2.792E-08 , 4.361E-09 ,-5.785E-09 
 1.391E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.206E-08 , 1.443E-08 , 5.805E-08 , 1.157E-08 ,-4.230E-09 , 5.663E-09 ,-8.939E-10 ,-1.622E-08 ,-2.704E-09 , 1.466E-09 ,-5.948E-09 ,-2.473E-07 ,-2.955E-08 , 2.732E-09 , 9.499E-09 
 1.453E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.480E-08 , 5.676E-09 , 2.782E-08 ,-3.360E-08 ,-1.934E-08 ,-3.805E-09 ,-3.481E-10 ,-7.774E-09 , 7.845E-09 , 6.682E-09 ,-2.670E-08 ,-1.736E-07 ,-2.826E-08 ,-3.233E-09 , 6.548E-08 
 1.487E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 3.458E-08 , 9.789E-10 , 1.160E-08 ,-5.784E-08 ,-1.394E-08 ,-8.885E-09 ,-5.523E-11 ,-3.242E-09 , 1.351E-08 , 4.815E-09 ,-3.783E-08 ,-1.341E-07 ,-2.757E-08 ,-6.434E-09 , 5.441E-08 
 1.508E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 4.719E-08 ,-2.016E-09 , 1.262E-09 ,-4.817E-08 ,-1.049E-08 ,-1.212E-08 , 1.315E-10 ,-3.533E-10 , 1.125E-08 , 3.624E-09 ,-4.493E-08 ,-1.089E-07 ,-2.713E-08 ,-8.049E-09 , 4.736E-08 
 1.574E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 2.030E-08 ,-1.120E-08 ,-3.045E-08 ,-1.852E-08 , 6.790E-11 ,-5.215E-09 , 7.040E-10 , 8.507E-09 , 4.324E-09 ,-2.683E-11 ,-3.928E-08 ,-3.164E-08 ,-2.579E-08 ,-1.300E-08 , 2.572E-08 
 1.591E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.330E-08 ,-8.678E-09 ,-3.871E-08 ,-1.080E-08 , 2.817E-09 ,-3.417E-09 , 5.449E-10 , 1.081E-08 , 2.522E-09 ,-9.771E-10 ,-3.781E-08 ,-3.998E-08 ,-2.543E-08 ,-1.429E-08 , 2.009E-08 
 1.653E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.233E-08 , 5.614E-10 ,-1.768E-09 , 1.746E-08 , 1.288E-08 , 3.168E-09 ,-3.803E-11 , 4.932E-10 ,-4.079E-09 ,-4.457E-09 ,-3.243E-08 ,-7.052E-08 ,-2.604E-08 ,-1.901E-08 ,-5.266E-10 
 1.700E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.146E-08 , 7.457E-09 , 2.580E-08 , 3.856E-08 ,-8.592E-09 , 8.083E-09 ,-4.731E-10 ,-7.209E-09 ,-9.004E-09 , 2.972E-09 ,-2.842E-08 ,-9.332E-08 ,-2.648E-08 ,-2.254E-08 , 3.912E-09 
 1.707E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.739E+00 , 1.739E+00 , 1.739E+00 , 1.739E+00 , 1.739E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.442E-05 ,-6.127E-05 ,-6.198E-05 ,-1.562E-05 ,-3.874E-05 , 2.607E-05 , 1.031E-04 , 1.058E-04 , 2.764E-05 , 6.626E-05 ,-7.292E-03 ,-1.001E-02 ,-1.023E-02 ,-7.644E-03 ,-9.472E-03 
 1.708E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.732E+00 , 1.732E+00 , 1.732E+00 , 1.732E+00 , 1.732E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.586E-05 ,-6.738E-05 ,-6.177E-05 ,-1.718E-05 ,-4.261E-05 , 2.867E-05 , 1.134E-04 , 1.059E-04 , 3.040E-05 , 7.286E-05 ,-8.020E-03 ,-1.101E-02 ,-1.113E-02 ,-8.407E-03 ,-1.042E-02 
 1.712E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.695E+00 , 1.695E+00 , 1.695E+00 , 1.695E+00 , 1.695E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.464E-05 ,-6.609E-05 ,-6.053E-05 ,-2.673E-05 ,-6.623E-05 , 4.457E-05 , 1.138E-04 , 1.064E-04 , 4.726E-05 , 1.133E-04 ,-1.247E-02 ,-1.639E-02 ,-1.658E-02 ,-1.307E-02 ,-1.619E-02 
 1.715E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.661E+00 , 1.661E+00 , 1.661E+00 , 1.661E+00 , 1.661E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.260E-05 ,-6.492E-05 ,-5.940E-05 ,-3.540E-05 ,-6.517E-05 , 5.900E-05 , 1.141E-04 , 1.069E-04 , 6.257E-05 , 1.135E-04 ,-1.650E-02 ,-2.127E-02 ,-2.154E-02 ,-1.730E-02 ,-2.111E-02 
 1.717E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.649E+00 , 1.649E+00 , 1.649E+00 , 1.649E+00 , 1.649E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.538E-05 ,-6.451E-05 ,-5.924E-05 ,-3.842E-05 ,-6.480E-05 , 6.403E-05 , 1.142E-04 , 1.070E-04 , 6.790E-05 , 1.135E-04 ,-1.791E-02 ,-2.297E-02 ,-2.273E-02 ,-1.877E-02 ,-2.282E-02 
 1.717E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.643E+00 , 1.643E+00 , 1.643E+00 , 1.643E+00 , 1.643E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.687E-05 ,-6.440E-05 ,-5.915E-05 ,-4.003E-05 ,-6.460E-05 , 6.672E-05 , 1.143E-04 , 1.071E-04 , 7.076E-05 , 1.136E-04 ,-1.866E-02 ,-2.362E-02 ,-2.336E-02 ,-1.956E-02 ,-2.373E-02 
 1.730E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.530E+00 , 1.530E+00 , 1.530E+00 , 1.530E+00 , 1.530E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.335E-05 ,-6.248E-05 ,-5.763E-05 ,-6.884E-05 ,-6.276E-05 , 1.147E-04 , 1.149E-04 , 1.083E-04 , 1.216E-04 , 1.144E-04 ,-3.208E-02 ,-3.512E-02 ,-3.469E-02 ,-3.363E-02 ,-3.704E-02 
 1.736E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.476E+00 , 1.476E+00 , 1.476E+00 , 1.476E+00 , 1.476E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.214E-05 ,-6.155E-05 ,-5.691E-05 ,-6.722E-05 ,-6.188E-05 , 1.146E-04 , 1.153E-04 , 1.088E-04 , 1.210E-04 , 1.149E-04 ,-3.809E-02 ,-4.063E-02 ,-4.011E-02 ,-4.001E-02 ,-4.341E-02 
 1.738E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.460E+00 , 1.460E+00 , 1.460E+00 , 1.460E+00 , 1.460E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.178E-05 ,-6.128E-05 ,-5.669E-05 ,-6.673E-05 ,-6.292E-05 , 1.146E-04 , 1.154E-04 , 1.090E-04 , 1.208E-04 , 1.156E-04 ,-3.990E-02 ,-4.228E-02 ,-4.173E-02 ,-4.192E-02 ,-4.460E-02 
 1.738E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.457E+00 , 1.457E+00 , 1.457E+00 , 1.457E+00 , 1.457E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.183E-05 ,-6.122E-05 ,-5.665E-05 ,-6.663E-05 ,-6.314E-05 , 1.147E-04 , 1.154E-04 , 1.091E-04 , 1.208E-04 , 1.157E-04 ,-4.021E-02 ,-4.261E-02 ,-4.206E-02 ,-4.231E-02 ,-4.485E-02 
 1.743E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.413E+00 , 1.413E+00 , 1.413E+00 , 1.413E+00 , 1.413E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.253E-05 ,-6.048E-05 ,-5.606E-05 ,-6.701E-05 ,-6.595E-05 , 1.158E-04 , 1.156E-04 , 1.095E-04 , 1.215E-04 , 1.177E-04 ,-4.428E-02 ,-4.705E-02 ,-4.642E-02 ,-4.687E-02 ,-4.807E-02 
 1.746E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.383E+00 , 1.383E+00 , 1.383E+00 , 1.383E+00 , 1.383E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.301E-05 ,-5.996E-05 ,-5.975E-05 ,-6.726E-05 ,-6.790E-05 , 1.166E-04 , 1.158E-04 , 1.114E-04 , 1.220E-04 , 1.190E-04 ,-4.711E-02 ,-5.012E-02 ,-4.380E-02 ,-5.003E-02 ,-5.030E-02 
 1.763E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.235E+00 , 1.235E+00 , 1.235E+00 , 1.235E+00 , 1.235E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.538E-05 ,-7.583E-05 ,-7.782E-05 ,-6.853E-05 ,-7.744E-05 , 1.204E-04 , 1.237E-04 , 1.204E-04 , 1.243E-04 , 1.257E-04 ,-6.096E-02 ,-4.317E-02 ,-3.097E-02 ,-6.550E-02 ,-6.123E-02 
 1.764E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.221E+00 , 1.221E+00 , 1.221E+00 , 1.221E+00 , 1.221E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-6.725E-05 ,-7.732E-05 ,-7.952E-05 ,-6.865E-05 ,-7.834E-05 , 1.213E-04 , 1.245E-04 , 1.212E-04 , 1.246E-04 , 1.263E-04 ,-6.013E-02 ,-4.252E-02 ,-2.976E-02 ,-6.696E-02 ,-6.225E-02 
 1.795E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 9.422E-01 , 9.422E-01 , 9.422E-01 , 9.422E-01 , 9.422E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.048E-04 ,-1.073E-04 ,-1.137E-04 ,-1.026E-04 ,-9.639E-05 , 1.394E-04 , 1.395E-04 , 1.382E-04 , 1.408E-04 , 1.388E-04 ,-4.336E-02 ,-2.938E-02 ,-5.499E-03 ,-5.780E-02 ,-8.291E-02 
 1.831E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 6.192E-01 , 6.192E-01 , 6.192E-01 , 6.192E-01 , 6.192E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.484E-04 ,-1.420E-04 ,-1.532E-04 ,-1.420E-04 ,-1.444E-04 , 1.603E-04 , 1.568E-04 , 1.579E-04 , 1.595E-04 , 1.535E-04 ,-2.396E-02 ,-1.418E-02 , 2.259E-02 ,-4.720E-02 ,-2.488E-02 
 1.840E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 5.434E-01 , 5.434E-01 , 5.434E-01 , 5.434E-01 , 5.434E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.586E-04 ,-1.502E-04 ,-1.611E-04 ,-1.512E-04 ,-1.556E-04 , 1.652E-04 , 1.609E-04 , 1.597E-04 , 1.639E-04 , 1.570E-04 ,-1.941E-02 ,-1.061E-02 , 6.890E-02 ,-4.471E-02 ,-1.127E-02 
 1.841E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 5.304E-01 , 5.304E-01 , 5.304E-01 , 5.304E-01 , 5.304E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.595E-04 ,-1.515E-04 ,-1.624E-04 ,-1.528E-04 ,-1.576E-04 , 1.650E-04 , 1.616E-04 , 1.600E-04 , 1.647E-04 , 1.576E-04 ,-1.324E-02 ,-1.000E-02 , 7.680E-02 ,-4.429E-02 ,-8.945E-03 
 1.848E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 4.688E-01 , 4.688E-01 , 4.688E-01 , 4.688E-01 , 4.688E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.638E-04 ,-1.572E-04 ,-1.688E-04 ,-1.603E-04 ,-1.667E-04 , 1.640E-04 , 1.620E-04 , 1.614E-04 , 1.682E-04 , 1.604E-04 , 1.616E-02 , 2.147E-02 , 1.145E-01 ,-4.227E-02 , 2.128E-03 
 1.852E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 4.348E-01 , 4.348E-01 , 4.348E-01 , 4.348E-01 , 4.348E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.661E-04 ,-1.603E-04 ,-1.723E-04 ,-1.627E-04 ,-1.718E-04 , 1.635E-04 , 1.623E-04 , 1.622E-04 , 1.683E-04 , 1.620E-04 , 3.237E-02 , 3.882E-02 , 1.352E-01 ,-2.864E-02 , 8.233E-03 
 1.866E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 3.096E-01 , 3.096E-01 , 3.096E-01 , 3.096E-01 , 3.096E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.749E-04 ,-1.718E-04 ,-1.853E-04 ,-1.716E-04 ,-1.830E-04 , 1.615E-04 , 1.633E-04 , 1.650E-04 , 1.687E-04 , 1.656E-04 , 9.206E-02 , 1.027E-01 , 2.117E-01 , 2.154E-02 , 8.974E-02 
 1.886E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.237E-01 , 1.237E-01 , 1.237E-01 , 1.237E-01 , 1.237E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.878E-04 ,-1.888E-04 ,-2.026E-04 ,-1.848E-04 ,-1.996E-04 , 1.585E-04 , 1.647E-04 , 1.653E-04 , 1.692E-04 , 1.709E-04 , 1.807E-01 , 1.976E-01 , 3.799E-01 , 9.603E-02 , 2.107E-01 
 1.900E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.166E-04 ,-2.001E-04 ,-2.142E-04 ,-1.936E-04 ,-2.107E-04 , 1.867E-04 , 1.656E-04 , 1.655E-04 , 1.695E-04 , 1.744E-04 , 2.706E-01 , 2.607E-01 , 4.919E-01 , 1.456E-01 , 2.913E-01 
 1.905E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.012E-04 ,-1.055E-04 ,-1.863E-04 ,-1.043E-04 ,-1.115E-04 , 3.587E-05 , 4.668E-05 , 1.321E-04 , 5.232E-05 , 4.424E-05 , 3.192E-01 , 3.063E-01 , 5.538E-01 , 1.827E-01 , 3.427E-01 
 1.906E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.011E-04 ,-1.009E-04 ,-1.850E-04 ,-9.995E-05 ,-1.067E-04 , 3.587E-05 , 4.093E-05 , 1.305E-04 , 4.664E-05 , 3.794E-05 , 3.215E-01 , 3.085E-01 , 5.567E-01 , 1.845E-01 , 3.452E-01 
 1.906E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.010E-04 ,-9.518E-05 ,-1.833E-04 ,-9.451E-05 ,-1.066E-04 , 3.586E-05 , 3.368E-05 , 1.285E-04 , 3.950E-05 , 3.793E-05 , 3.245E-01 , 3.113E-01 , 5.605E-01 , 1.868E-01 , 3.483E-01 
 1.907E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.009E-04 ,-9.507E-05 ,-1.810E-04 ,-8.736E-05 ,-1.065E-04 , 3.585E-05 , 3.367E-05 , 1.258E-04 , 3.012E-05 , 3.791E-05 , 3.283E-01 , 3.149E-01 , 5.655E-01 , 1.898E-01 , 3.524E-01 
 1.909E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.000E-04 ,-9.446E-05 ,-1.685E-04 ,-8.690E-05 ,-1.057E-04 , 3.579E-05 , 3.362E-05 , 1.108E-04 , 3.013E-05 , 3.784E-05 , 3.501E-01 , 3.354E-01 , 5.932E-01 , 2.064E-01 , 3.754E-01 
 1.912E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.961E-05 ,-9.380E-05 ,-1.551E-04 ,-8.641E-05 ,-1.049E-04 , 3.571E-05 , 3.356E-05 , 9.482E-05 , 3.014E-05 , 3.776E-05 , 3.733E-01 , 3.572E-01 , 6.229E-01 , 2.242E-01 , 4.001E-01 
 1.913E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.947E-05 ,-9.357E-05 ,-1.506E-04 ,-8.624E-05 ,-1.047E-04 , 3.568E-05 , 3.354E-05 , 8.933E-05 , 3.014E-05 , 3.773E-05 , 3.813E-01 , 3.647E-01 , 6.331E-01 , 2.303E-01 , 4.084E-01 
 1.913E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.945E-05 ,-9.355E-05 ,-1.500E-04 ,-8.622E-05 ,-1.047E-04 , 3.568E-05 , 3.353E-05 , 8.864E-05 , 3.014E-05 , 3.772E-05 , 3.823E-01 , 3.656E-01 , 6.344E-01 , 2.311E-01 , 4.095E-01 
 1.920E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.828E-05 ,-9.238E-05 ,-1.126E-04 ,-8.542E-05 ,-1.032E-04 , 3.544E-05 , 3.330E-05 , 4.383E-05 , 3.002E-05 , 3.744E-05 , 4.472E-01 , 4.262E-01 , 7.174E-01 , 2.807E-01 , 4.778E-01 
 1.921E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.817E-05 ,-9.231E-05 ,-1.100E-04 ,-8.536E-05 ,-1.032E-04 , 3.542E-05 , 3.328E-05 , 4.081E-05 , 3.001E-05 , 3.742E-05 , 4.515E-01 , 4.303E-01 , 7.230E-01 , 2.841E-01 , 4.824E-01 
 1.926E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.697E-05 ,-9.139E-05 ,-1.052E-04 ,-8.473E-05 ,-1.020E-04 , 3.519E-05 , 3.310E-05 , 4.012E-05 , 2.991E-05 , 3.720E-05 , 5.013E-01 , 4.778E-01 , 7.877E-01 , 3.231E-01 , 5.361E-01 
 1.930E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.611E-05 ,-9.073E-05 ,-1.037E-04 ,-8.429E-05 ,-1.012E-04 , 3.502E-05 , 3.297E-05 , 3.960E-05 , 2.984E-05 , 3.704E-05 , 5.369E-01 , 5.118E-01 , 8.319E-01 , 3.508E-01 , 5.743E-01 
 1.932E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.574E-05 ,-9.045E-05 ,-1.030E-04 ,-8.409E-05 ,-1.007E-04 , 3.494E-05 , 3.291E-05 , 3.937E-05 , 2.981E-05 , 3.689E-05 , 5.523E-01 , 5.265E-01 , 8.511E-01 , 3.629E-01 , 5.895E-01 
